,GO,Cluster,Function
1221,GO:0018160,23,P:peptidyl-pyrromethane cofactor linkage
1222,GO:0061837,23,P:neuropeptide processing
1223,GO:0046880,23,P:regulation of follicle-stimulating hormone secretion
1224,GO:0043299,23,P:leukocyte degranulation
1225,GO:1904612,23,"P:response to 2,3,7,8-tetrachlorodibenzodioxine"
1226,GO:0061476,23,P:response to anticoagulant
1227,GO:1905217,23,P:response to astaxanthin
1228,GO:0033595,23,P:response to genistein
1229,GO:1904400,23,P:response to Thyroid stimulating hormone
1230,GO:1905225,23,P:response to thyrotropin-releasing hormone
1231,GO:0014062,23,P:regulation of serotonin secretion
1232,GO:0048757,23,P:pigment granule maturation
1233,GO:1904054,23,P:regulation of cholangiocyte proliferation
1234,GO:0002443,23,P:leukocyte mediated immunity
1235,GO:0035732,23,P:nitric oxide storage
1236,GO:0032072,23,P:regulation of restriction endodeoxyribonuclease activity
1237,GO:0035041,23,P:sperm DNA decondensation
1238,GO:2000359,23,P:regulation of binding of sperm to zona pellucida
1239,GO:1901558,23,P:response to metformin
1240,GO:0060611,23,P:mammary gland fat development
1241,GO:1905051,23,P:regulation of base-excision repair
1242,GO:0106014,23,P:regulation of inflammatory response to wounding
1243,GO:0090472,23,P:dibasic protein processing
1244,GO:0097341,23,P:zymogen inhibition
1245,GO:0035038,23,P:female pronucleus assembly
1246,GO:0060386,23,P:synapse assembly involved in innervation
1247,GO:0090133,23,P:mesendoderm migration
1248,GO:0060873,23,P:anterior semicircular canal development
1249,GO:0060366,23,P:lambdoid suture morphogenesis
1250,GO:0060875,23,P:lateral semicircular canal development
1251,GO:0060594,23,P:mammary gland specification
1252,GO:0060367,23,P:sagittal suture morphogenesis
1253,GO:0033382,23,P:maintenance of granzyme B location in T cell secretory granule
1254,GO:0033373,23,P:maintenance of protease location in mast cell secretory granule
1255,GO:0033371,23,P:T cell secretory granule organization
1256,GO:0045091,23,P:regulation of single stranded viral RNA replication via double stranded DNA intermediate
1257,GO:0043181,23,P:vacuolar sequestering
1258,GO:0019102,23,P:male somatic sex determination
1259,GO:0002077,23,P:acrosome matrix dispersal
1260,GO:0048753,23,P:pigment granule organization
1261,GO:0098930,23,P:axonal transport
1262,GO:1902988,23,P:neurofibrillary tangle assembly
1263,GO:0072386,23,P:plus-end-directed organelle transport along microtubule
1264,GO:0097326,23,P:melanocyte adhesion
1265,GO:0048291,23,P:isotype switching to IgG isotypes
1266,GO:0002434,23,P:immune complex clearance
1267,GO:1902847,23,P:regulation of neuronal signal transduction
1268,GO:1903891,23,P:regulation of ATF6-mediated unfolded protein response
1269,GO:1903897,23,P:regulation of PERK-mediated unfolded protein response
1270,GO:0097501,23,P:stress response to metal ion
1271,GO:1904764,23,P:chaperone-mediated autophagy translocation complex disassembly
1272,GO:1990832,23,P:slow axonal transport
1273,GO:0021660,23,P:rhombomere 3 formation
1274,GO:0021659,23,P:rhombomere 3 structural organization
1275,GO:0021666,23,P:rhombomere 5 formation
1276,GO:0021665,23,P:rhombomere 5 structural organization
1277,GO:1904478,23,P:regulation of intestinal absorption
1278,GO:0051665,23,P:membrane raft localization
1279,GO:0001928,23,P:regulation of exocyst assembly
1280,GO:0060178,23,P:regulation of exocyst localization
1281,GO:0060558,23,P:regulation of calcidiol 1-monooxygenase activity
1282,GO:0072677,23,P:eosinophil migration
1283,GO:0031990,23,P:mRNA export from nucleus in response to heat stress
1284,GO:0060433,23,P:bronchus development
1285,GO:0060592,23,P:mammary gland formation
1286,GO:0061155,23,P:pulmonary artery endothelial tube morphogenesis
1287,GO:0001545,23,P:primary ovarian follicle growth
1288,GO:2001286,23,P:regulation of caveolin-mediated endocytosis
1289,GO:0097510,23,"P:base-excision repair, AP site formation via deaminated base removal"
1290,GO:0035684,23,P:helper T cell extravasation
1291,GO:0002676,23,P:regulation of chronic inflammatory response
1292,GO:0007522,23,P:visceral muscle development
1293,GO:1990771,23,P:clathrin-dependent extracellular exosome endocytosis
1294,GO:0045107,23,P:intermediate filament polymerization
1295,GO:0002541,23,P:activation of plasma proteins involved in acute inflammatory response
1296,GO:0002715,23,P:regulation of natural killer cell mediated immunity
1297,GO:1902563,23,P:regulation of neutrophil activation
1298,GO:0060264,23,P:regulation of respiratory burst involved in inflammatory response
1299,GO:0021546,23,P:rhombomere development
1300,GO:0048857,23,P:neural nucleus development
1301,GO:0021569,23,P:rhombomere 3 development
1302,GO:0098694,23,P:regulation of synaptic vesicle budding from presynaptic endocytic zone membrane
1303,GO:0070413,23,P:trehalose metabolism in response to stress
1304,GO:0021742,23,P:abducens nucleus development
1305,GO:0060245,23,P:detection of cell density
1306,GO:0043969,23,P:histone H2B acetylation
1307,GO:0021743,23,P:hypoglossal nucleus development
1308,GO:0035581,23,P:sequestering of extracellular ligand from receptor
1309,GO:1905395,23,P:response to flavonoid
1310,GO:1904880,23,P:response to hydrogen sulfide
1311,GO:1904844,23,P:response to L-glutamine
1312,GO:0002575,23,P:basophil chemotaxis
1313,GO:1901074,23,P:regulation of engulfment of apoptotic cell
1314,GO:0051413,23,P:response to cortisone
1315,GO:0003420,23,P:regulation of growth plate cartilage chondrocyte proliferation
1316,GO:0034231,23,P:islet amyloid polypeptide processing
1317,GO:0120179,23,P:adherens junction disassembly
1318,GO:0015912,23,P:short-chain fatty acid transport
1319,GO:1900046,23,P:regulation of hemostasis
1320,GO:0021771,23,P:lateral geniculate nucleus development
1321,GO:0042320,23,"P:regulation of circadian sleep/wake cycle, REM sleep"
1322,GO:0061614,23,P:miRNA transcription
1323,GO:0002435,23,P:immune complex clearance by erythrocytes
1324,GO:0043921,23,P:modulation by host of viral transcription
1325,GO:0044053,23,P:translocation of peptides or proteins into host cell cytoplasm
1326,GO:0042747,23,"P:circadian sleep/wake cycle, REM sleep"
1327,GO:1903461,23,P:Okazaki fragment processing involved in mitotic DNA replication
1328,GO:0018032,23,P:protein amidation
1329,GO:0060945,23,P:cardiac neuron differentiation
1330,GO:0000717,23,"P:nucleotide-excision repair, DNA duplex unwinding"
1331,GO:0048878,23,P:chemical homeostasis
1332,GO:0072227,23,P:metanephric macula densa development
1333,GO:0061670,23,P:evoked neurotransmitter secretion
1334,GO:0099161,23,P:regulation of presynaptic dense core granule exocytosis
1335,GO:0042749,23,P:regulation of circadian sleep/wake cycle
1336,GO:0021647,23,P:vestibulocochlear nerve maturation
1337,GO:0009932,23,P:cell tip growth
1338,GO:0003058,23,P:hormonal regulation of the force of heart contraction
1339,GO:1990092,23,P:calcium-dependent self proteolysis
1340,GO:1990709,23,P:presynaptic active zone organization
1341,GO:0043413,23,P:macromolecule glycosylation
1342,GO:0031104,23,P:dendrite regeneration
1343,GO:0061534,23,"P:gamma-aminobutyric acid secretion, neurotransmission"
1344,GO:0061535,23,"P:glutamate secretion, neurotransmission"
1345,GO:0098597,23,P:observational learning
1346,GO:1901557,23,P:response to fenofibrate
1347,GO:0060405,23,P:regulation of penile erection
1348,GO:0071911,23,P:synchronous neurotransmitter secretion
1349,GO:0061043,23,P:regulation of vascular wound healing
1350,GO:0099172,23,P:presynapse organization
1351,GO:0035803,23,P:egg coat formation
1352,GO:0060601,23,P:lateral sprouting from an epithelium
1353,GO:0045924,23,P:regulation of female receptivity
1354,GO:0003429,23,P:growth plate cartilage chondrocyte morphogenesis
1355,GO:2000425,23,P:regulation of apoptotic cell clearance
1356,GO:1903034,23,P:regulation of response to wounding
1357,GO:0009589,23,P:detection of UV
1358,GO:0000715,23,"P:nucleotide-excision repair, DNA damage recognition"
1359,GO:0090122,23,P:cholesterol ester hydrolysis involved in cholesterol transport
1360,GO:1903442,23,P:response to lipoic acid
1361,GO:0036255,23,P:response to methylamine
1362,GO:0061481,23,P:response to TNF agonist
1363,GO:0035713,23,P:response to nitrogen dioxide
1364,GO:0035712,23,P:T-helper 2 cell activation
1365,GO:0071965,23,P:multicellular organismal locomotion
1366,GO:2000977,23,P:regulation of forebrain neuron differentiation
1367,GO:0060872,23,P:semicircular canal development
1368,GO:0001806,23,P:type IV hypersensitivity
1369,GO:0009645,23,P:response to low light intensity stimulus
1370,GO:0051459,23,P:regulation of corticotropin secretion
1371,GO:0009956,23,P:radial pattern formation
1372,GO:1990839,23,P:response to endothelin
1373,GO:0072229,23,P:metanephric proximal convoluted tubule development
1374,GO:0072173,23,P:metanephric tubule morphogenesis
1375,GO:0032597,23,P:B cell receptor transport into membrane raft
1376,GO:0032600,23,P:chemokine receptor transport out of membrane raft
1377,GO:1903644,23,P:regulation of chaperone-mediated protein folding
1378,GO:0021905,23,P:forebrain-midbrain boundary formation
1379,GO:1901585,23,P:regulation of acid-sensing ion channel activity
1380,GO:0120116,23,P:glucagon processing
1381,GO:0097698,23,P:telomere maintenance via base-excision repair
1382,GO:0035905,23,P:ascending aorta development
1383,GO:0035906,23,P:descending aorta development
1384,GO:0043397,23,P:regulation of corticotropin-releasing hormone secretion
1385,GO:0071971,23,P:extracellular exosome assembly
1386,GO:0007354,23,"P:zygotic determination of anterior/posterior axis, embryo"
1387,GO:0106028,23,P:neuron projection retraction
1388,GO:0098924,23,P:retrograde trans-synaptic signaling by nitric oxide
1389,GO:1903487,23,P:regulation of lactation
1390,GO:0072220,23,P:metanephric descending thin limb development
1391,GO:0072232,23,P:metanephric proximal convoluted tubule segment 2 development
1392,GO:0072230,23,P:metanephric proximal straight tubule development
1393,GO:0045634,23,P:regulation of melanocyte differentiation
1394,GO:0051232,23,P:meiotic spindle elongation
1395,GO:0010939,23,P:regulation of necrotic cell death
1396,GO:0010849,23,"P:regulation of proton-transporting ATPase activity, rotational mechanism"
1397,GO:0003092,23,P:renal water retention
1398,GO:0060359,23,P:response to ammonium ion
1399,GO:0090067,23,P:regulation of thalamus size
1400,GO:0019049,23,P:mitigation of host antiviral defense response
1401,GO:0110002,23,P:regulation of tRNA methylation
1402,GO:0044355,23,P:clearance of foreign intracellular DNA
1403,GO:0002436,23,P:immune complex clearance by monocytes and macrophages
1404,GO:0090264,23,P:regulation of immune complex clearance by monocytes and macrophages
1405,GO:0098926,23,P:postsynaptic signal transduction
1406,GO:0048852,23,P:diencephalon morphogenesis
1407,GO:2000458,23,P:regulation of astrocyte chemotaxis
1408,GO:0014056,23,"P:regulation of acetylcholine secretion, neurotransmission"
1409,GO:0008655,23,P:pyrimidine-containing compound salvage
1410,GO:0044524,23,P:protein sulfhydration
1411,GO:0018272,23,P:protein-pyridoxal-5-phosphate linkage via peptidyl-N6-pyridoxal phosphate-L-lysine
1412,GO:0070729,23,P:cyclic nucleotide transport
1413,GO:0099039,23,P:sphingolipid translocation
1414,GO:0015919,23,P:peroxisomal membrane transport
1415,GO:0033316,23,P:meiotic spindle assembly checkpoint signaling
1416,GO:0008052,23,P:sensory organ boundary specification
1417,GO:0061193,23,P:taste bud development
1418,GO:0061550,23,P:cranial ganglion development
1419,GO:2000011,23,P:regulation of adaxial/abaxial pattern formation
1420,GO:0140236,23,P:translation at presynapse
1421,GO:1903596,23,P:regulation of gap junction assembly
1422,GO:0060602,23,P:branch elongation of an epithelium
1423,GO:0051695,23,P:actin filament uncapping
1424,GO:0039020,23,P:pronephric nephron tubule development
1425,GO:0035565,23,P:regulation of pronephros size
1426,GO:0060677,23,P:ureteric bud elongation
1427,GO:0080058,23,P:protein deglutathionylation
1428,GO:0003174,23,P:mitral valve development
1429,GO:1990029,23,P:vasomotion
1430,GO:1905285,23,P:fibrous ring of heart morphogenesis
1431,GO:0021998,23,P:neural plate mediolateral regionalization
1432,GO:0048352,23,P:paraxial mesoderm structural organization
1433,GO:0043062,23,P:extracellular structure organization
1434,GO:0048534,23,P:hematopoietic or lymphoid organ development
1435,GO:1905317,23,P:inferior endocardial cushion morphogenesis
1436,GO:0060694,23,P:regulation of cholesterol transporter activity
1437,GO:0010517,23,P:regulation of phospholipase activity
1438,GO:0099140,23,P:presynaptic actin cytoskeleton organization
1439,GO:1990960,23,P:basophil homeostasis
1440,GO:0007387,23,P:anterior compartment pattern formation
1441,GO:0007388,23,P:posterior compartment specification
1442,GO:0043060,23,P:meiotic metaphase I plate congression
1443,GO:0045062,23,P:extrathymic T cell selection
1444,GO:0036164,23,P:cell-abiotic substrate adhesion
1445,GO:0060587,23,P:regulation of lipoprotein lipid oxidation
1446,GO:0061349,23,P:planar cell polarity pathway involved in cardiac right atrium morphogenesis
1447,GO:1904955,23,P:planar cell polarity pathway involved in midbrain dopaminergic neuron differentiation
1448,GO:0061347,23,P:planar cell polarity pathway involved in outflow tract morphogenesis
1449,GO:0061354,23,P:planar cell polarity pathway involved in pericardium morphogenesis
1450,GO:0061348,23,P:planar cell polarity pathway involved in ventricular septum morphogenesis
1451,GO:0051958,23,P:methotrexate transport
1452,GO:1903544,23,P:response to butyrate
1453,GO:0014870,23,P:response to muscle inactivity
1454,GO:0140754,23,P:reorganization of cellular membranes to establish viral sites of replication
1455,GO:0099627,23,P:neurotransmitter receptor cycle
1456,GO:0099630,23,P:postsynaptic neurotransmitter receptor cycle
1457,GO:0034959,23,P:endothelin maturation
1458,GO:0033274,23,P:response to vitamin B2
1459,GO:0098810,23,P:neurotransmitter reuptake
1460,GO:0042883,23,P:cysteine transport
1461,GO:0070777,23,P:D-aspartate transport
1462,GO:0072347,23,P:response to anesthetic
1463,GO:0034589,23,P:hydroxyproline transport
1464,GO:0015826,23,P:threonine transport
1465,GO:0045002,23,P:double-strand break repair via single-strand annealing
1466,GO:0051866,23,P:general adaptation syndrome
1467,GO:0090237,23,P:regulation of arachidonic acid secretion
1468,GO:0032928,23,P:regulation of superoxide anion generation
1469,GO:0071693,23,P:protein transport within extracellular region
1470,GO:0031128,23,P:developmental induction
1471,GO:0021877,23,P:forebrain neuron fate commitment
1472,GO:0061847,23,P:response to cholecystokinin
