,Unnamed: 0,GO,Function
49573,49573,GO:2000513,P:positive regulation of granzyme A production
49614,49614,GO:1903514,P:release of sequestered calcium ion into cytosol by endoplasmic reticulum
49721,49721,GO:0060092,"P:regulation of synaptic transmission, glycinergic"
49745,49745,GO:1902551,P:regulation of catalase activity
49746,49746,GO:1903282,P:regulation of glutathione peroxidase activity
49885,49885,GO:0061323,P:cell proliferation involved in heart morphogenesis
49903,49903,GO:0060517,P:epithelial cell proliferation involved in prostatic bud elongation
49942,49942,GO:0002683,P:negative regulation of immune system process
49985,49985,GO:0061046,P:regulation of branching involved in lung morphogenesis
49989,49989,GO:0060784,P:regulation of cell proliferation involved in tissue homeostasis
49990,49990,GO:2000794,P:regulation of epithelial cell proliferation involved in lung morphogenesis
50035,50035,GO:0016104,P:triterpenoid biosynthetic process
50095,50095,GO:0035229,P:positive regulation of glutamate-cysteine ligase activity
50171,50171,GO:0001543,P:ovarian follicle rupture
50229,50229,GO:0030844,P:positive regulation of intermediate filament depolymerization
50341,50341,GO:0097379,P:dorsal spinal cord interneuron posterior axon guidance
50343,50343,GO:0001705,P:ectoderm formation
50359,50359,GO:0072283,P:metanephric renal vesicle morphogenesis
50363,50363,GO:0035849,P:nephric duct elongation
50382,50382,GO:0072077,P:renal vesicle morphogenesis
50392,50392,GO:0035847,P:uterine epithelium development
50433,50433,GO:1904842,P:response to nitroglycerin
50434,50434,GO:0019442,P:tryptophan catabolic process to acetyl-CoA
50550,50550,GO:0150090,"P:multiple spine synapse organization, single dendrite"
50556,50556,GO:1904150,P:negative regulation of microglial cell mediated cytotoxicity
50576,50576,GO:0006014,P:D-ribose metabolic process
50610,50610,GO:0015707,P:nitrite transport
50639,50639,GO:0015692,P:lead ion transport
50643,50643,GO:0015675,P:nickel cation transport
50646,50646,GO:0015676,P:vanadium ion transport
50694,50694,GO:0045213,P:neurotransmitter receptor metabolic process
50708,50708,GO:0008216,P:spermidine metabolic process
50791,50791,GO:0045900,P:negative regulation of translational elongation
50813,50813,GO:0140018,P:regulation of cytoplasmic translational fidelity
50824,50824,GO:1904046,P:negative regulation of vascular endothelial growth factor production
50883,50883,GO:0060876,P:semicircular canal formation
50889,50889,GO:0097377,P:spinal cord interneuron axon guidance
50908,50908,GO:0160075,P:non-canonical inflammasome complex assembly
51074,51074,GO:1900047,P:negative regulation of hemostasis
51111,51111,GO:0035964,P:COPI-coated vesicle budding
51113,51113,GO:0106273,P:cytosol to ERGIC protein transport
51120,51120,GO:0106272,P:protein localization to ERGIC
51125,51125,GO:0048199,"P:vesicle targeting, to, from or within Golgi"
51263,51263,GO:1904797,P:negative regulation of core promoter binding
51335,51335,GO:0009154,P:purine ribonucleotide catabolic process
51339,51339,GO:0015964,P:diadenosine triphosphate catabolic process
51411,51411,GO:0110097,P:regulation of calcium import into the mitochondrion
51461,51461,GO:1904227,"P:negative regulation of glycogen synthase activity, transferring glucose-1-phosphate"
51465,51465,GO:0010905,P:negative regulation of UDP-glucose catabolic process
51469,51469,GO:0071879,P:positive regulation of adenylate cyclase-activating adrenergic receptor signaling pathway
51529,51529,GO:0106027,P:neuron projection organization
51559,51559,GO:0150101,P:regulation of microtubule anchoring at centrosome
51592,51592,GO:0006711,P:estrogen catabolic process
51606,51606,GO:0046054,P:dGMP metabolic process
51647,51647,GO:0046657,P:folic acid catabolic process
51649,51649,GO:0009396,P:folic acid-containing compound biosynthetic process
51658,51658,GO:0006288,"P:base-excision repair, DNA ligation"
51670,51670,GO:0090298,P:negative regulation of mitochondrial DNA replication
51681,51681,GO:0051102,P:DNA ligation involved in DNA recombination
51687,51687,GO:0075713,P:establishment of integrated proviral latency
51746,51746,GO:0097552,P:mitochondrial double-strand break repair via homologous recombination
51763,51763,GO:0002033,P:angiotensin-mediated vasodilation involved in regulation of systemic arterial blood pressure
51788,51788,GO:0001991,P:regulation of systemic arterial blood pressure by circulatory renin-angiotensin
51797,51797,GO:0001695,P:histamine catabolic process
51849,51849,GO:0009309,P:amine biosynthetic process
51954,51954,GO:1902358,P:sulfate transmembrane transport
52001,52001,GO:1903920,P:positive regulation of actin filament severing
52058,52058,GO:0061103,P:carotid body glomus cell differentiation
52060,52060,GO:0071259,P:cellular response to magnetism
52067,52067,GO:0061100,P:lung neuroendocrine cell differentiation
52074,52074,GO:0007400,P:neuroblast fate determination
52082,52082,GO:0003359,P:noradrenergic neuron fate commitment
52098,52098,GO:0060165,P:regulation of timing of subpallium neuron differentiation
52113,52113,GO:0071245,P:cellular response to carbon monoxide
52208,52208,GO:1903394,P:protein localization to kinetochore involved in kinetochore assembly
52213,52213,GO:0038168,P:epidermal growth factor receptor signaling pathway via I-kappaB kinase/NF-kappaB cascade
52325,52325,GO:1903280,P:negative regulation of calcium:sodium antiporter activity
52330,52330,GO:0021989,P:olfactory cortex development
52446,52446,GO:0044795,P:trans-Golgi network to recycling endosome transport
52453,52453,GO:0043316,P:cytotoxic T cell degranulation
52459,52459,GO:0036257,P:multivesicular body organization
52462,52462,GO:1903435,P:positive regulation of constitutive secretory pathway
52626,52626,GO:0033567,"P:DNA replication, Okazaki fragment processing"
52694,52694,GO:0019402,P:galactitol metabolic process
52698,52698,GO:0061623,P:glycolytic process from galactose
52787,52787,GO:0050432,P:catecholamine secretion
52817,52817,GO:1900114,P:positive regulation of histone H3-K9 trimethylation
52832,52832,GO:0099191,P:trans-synaptic signaling by BDNF
52887,52887,GO:0014859,P:negative regulation of skeletal muscle cell proliferation
52908,52908,GO:0046458,P:hexadecanal metabolic process
52911,52911,GO:0006714,P:sesquiterpenoid metabolic process
52920,52920,GO:0010171,P:body morphogenesis
52960,52960,GO:0036111,P:very long-chain fatty-acyl-CoA metabolic process
53001,53001,GO:0035962,P:response to interleukin-13
53057,53057,GO:1904156,P:DN3 thymocyte differentiation
53060,53060,GO:0048290,P:isotype switching to IgA isotypes
53166,53166,GO:0001698,P:gastrin-induced gastric acid secretion
53212,53212,GO:0032347,P:regulation of aldosterone biosynthetic process
53295,53295,GO:1902908,P:regulation of melanosome transport
53345,53345,GO:0060562,P:epithelial tube morphogenesis
53352,53352,GO:2000696,P:regulation of epithelial cell differentiation involved in kidney development
53446,53446,GO:1903126,P:negative regulation of centriole-centriole cohesion
53546,53546,GO:0080120,P:CAAX-box protein maturation
53548,53548,GO:0031034,P:myosin filament assembly
53554,53554,GO:0070376,P:regulation of ERK5 cascade
53570,53570,GO:0002731,P:negative regulation of dendritic cell cytokine production
53571,53571,GO:0045221,P:negative regulation of FasL production
53680,53680,GO:0000710,P:meiotic mismatch repair
53741,53741,GO:0019518,P:L-threonine catabolic process to glycine
53748,53748,GO:1901565,P:organonitrogen compound catabolic process
53846,53846,GO:0003421,P:growth plate cartilage axis specification
53851,53851,GO:1903403,P:negative regulation of renal phosphate excretion
53904,53904,GO:0002002,P:regulation of angiotensin levels in blood
53938,53938,GO:0003131,P:mesodermal-endodermal cell signaling
53992,53992,GO:0033273,P:response to vitamin
54011,54011,GO:0034398,P:telomere tethering at nuclear periphery
54073,54073,GO:0003168,P:Purkinje myocyte differentiation
54079,54079,GO:0003285,P:septum secundum development
54090,54090,GO:1905962,P:glutamatergic neuron differentiation
54094,54094,GO:0120007,P:negative regulation of glutamatergic neuron differentiation
54100,54100,GO:0006843,P:mitochondrial citrate transmembrane transport
54109,54109,GO:1904550,P:response to arachidonic acid
54164,54164,GO:1904094,P:positive regulation of autophagic cell death
54172,54172,GO:0002834,P:regulation of response to tumor cell
54182,54182,GO:1905280,"P:negative regulation of retrograde transport, endosome to Golgi"
54314,54314,GO:0018063,P:cytochrome c-heme linkage
54358,54358,GO:1904679,P:myo-inositol import across plasma membrane
54362,54362,GO:0015791,P:polyol transmembrane transport
54395,54395,GO:0030397,P:membrane disassembly
54402,54402,GO:1904177,P:regulation of adipose tissue development
54405,54405,GO:0051780,P:behavioral response to nutrient
54411,54411,GO:0015728,P:mevalonate transport
54431,54431,GO:0046745,P:viral capsid secondary envelopment
54438,54438,GO:0051053,P:negative regulation of DNA metabolic process
54478,54478,GO:0090329,P:regulation of DNA-templated DNA replication
54544,54544,GO:0032901,P:positive regulation of neurotrophin production
54568,54568,GO:1904850,P:negative regulation of establishment of protein localization to telomere
54569,54569,GO:1904914,P:negative regulation of establishment of protein-containing complex localization to telomere
54570,54570,GO:1904911,P:negative regulation of establishment of RNA localization to telomere
54577,54577,GO:1904792,P:positive regulation of shelterin complex assembly
54618,54618,GO:0019376,P:galactolipid catabolic process
54630,54630,GO:0006437,P:tyrosyl-tRNA aminoacylation
54832,54832,GO:0106030,P:neuron projection fasciculation
54895,54895,GO:0034285,P:response to disaccharide
54899,54899,GO:1904389,P:rod bipolar cell differentiation
54900,54900,GO:0097577,P:sequestering of iron ion
54925,54925,GO:0070570,P:regulation of neuron projection regeneration
55002,55002,GO:0034284,P:response to monosaccharide
55013,55013,GO:0006592,P:ornithine biosynthetic process
55066,55066,GO:0014739,P:positive regulation of muscle hyperplasia
55100,55100,GO:0045795,P:positive regulation of cell volume
55165,55165,GO:0090340,P:positive regulation of secretion of lysosomal enzymes
55181,55181,GO:0010189,P:vitamin E biosynthetic process
55197,55197,GO:0036483,P:neuron intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress
55224,55224,GO:0072389,P:flavin adenine dinucleotide catabolic process
55233,55233,GO:1903007,P:positive regulation of Lys63-specific deubiquitinase activity
55306,55306,GO:0021543,P:pallium development
55333,55333,GO:0010712,P:regulation of collagen metabolic process
55373,55373,GO:0070963,P:positive regulation of neutrophil mediated killing of gram-negative bacterium
55386,55386,GO:0099109,"P:potassium channel activating, G protein-coupled receptor signaling pathway"
55483,55483,GO:0034377,P:plasma lipoprotein particle assembly
55542,55542,GO:0070734,P:histone H3-K27 methylation
55546,55546,GO:2001161,P:negative regulation of histone H3-K79 methylation
55585,55585,GO:0070227,P:lymphocyte apoptotic process
55634,55634,GO:0002412,P:antigen transcytosis by M cells in mucosal-associated lymphoid tissue
55639,55639,GO:0006175,P:dATP biosynthetic process
55657,55657,GO:1900369,P:negative regulation of post-transcriptional gene silencing by RNA
55669,55669,GO:0002566,P:somatic diversification of immune receptors via somatic mutation
55674,55674,GO:0072274,P:metanephric glomerular basement membrane development
55799,55799,GO:0061144,P:alveolar secondary septum development
55828,55828,GO:1902691,P:respiratory basal cell differentiation
55945,55945,GO:0042182,P:ketone catabolic process
55955,55955,GO:0015740,P:C4-dicarboxylate transport
56000,56000,GO:0002416,P:IgG immunoglobulin transcytosis in epithelial cells mediated by FcRn immunoglobulin receptor
56087,56087,GO:0097376,P:interneuron axon guidance
56185,56185,GO:0002780,P:antibacterial peptide biosynthetic process
56214,56214,GO:1902626,P:assembly of large subunit precursor of preribosome
56251,56251,GO:1900826,P:negative regulation of membrane depolarization during cardiac muscle cell action potential
56257,56257,GO:0060299,P:negative regulation of sarcomere organization
56279,56279,GO:0051394,P:regulation of nerve growth factor receptor activity
56282,56282,GO:0038009,P:regulation of signal transduction by receptor internalization
56371,56371,GO:1905474,P:canonical Wnt signaling pathway involved in stem cell proliferation
56390,56390,GO:0060064,P:Spemann organizer formation at the anterior end of the primitive streak
56395,56395,GO:0090676,P:calcium ion transmembrane transport via low voltage-gated calcium channel
56418,56418,GO:0003136,P:negative regulation of heart induction by canonical Wnt signaling pathway
56428,56428,GO:2000081,P:positive regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation
